OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,CatalogNumber,BasisOfRecord,Source,Family,Genus,ScientificName,Species,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,Country,StateProvince,County,Locality,EarliestDateCollected,LatestDateCollected,DecimalLongitude,DecimalLatitude,CoordinateUncertaintyInMeters,VerbatimCoordinates,IndividualCount,Sex,LifeStage,Remarks,HabitatType,CollectingMethod,VerbatimHostName,HostScientificName,HostCommonName,HostIndividualCount,HostCountInfested,AssociatedParasite,NumberSpecimensParasiteTested,IdentificationMethodForParasite,NumberParasitePositive,ParasiteTestedBy,EarliestYearCollected,x,y
316655,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,TC, IS",USAMRD-G,210603-1700.02,Tick 21-04 19,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,DRW, ,6/3/2021 to 6/15/2021,1700,Georgia,Shida Kartli,Mtskheta,Mtskheta; Gorovani,6/3/2021 12:00:00 AM,6/15/2021 12:00:00 AM,44.671055,41.880476,31,"41.8804756651154, 44.6710545569658",5,Female,Adult,"Field - Grazed, Forest edge",Vegetation, , , , , , , ,0, , , ,2021,44.6710550000001,41.880476
316656,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,TC, IS",USAMRD-G,210603-1700.03,Tick 21-04 20,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis sulcata,sulcata,DRW, ,6/3/2021 to 6/15/2021,1700,Georgia,Shida Kartli,Mtskheta,Mtskheta; Gorovani,6/3/2021 12:00:00 AM,6/15/2021 12:00:00 AM,44.671055,41.880476,31,"41.8804756651154, 44.6710545569658",1, ,Nymph,"Field - Grazed, Forest edge",Vegetation, , , , , , , ,0, , , ,2021,44.6710550000001,41.880476
316657,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200405 1110, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,5-Apr-20,1110,Georgia,Tbilisi,Tbilisi_Saburtalo,Tbilisi,4/5/2020 12:00:00 AM,4/5/2020 12:00:00 AM,44.760139,41.804474,3774,"41.8044738769531, 44.7601388428567",1,Male,Adult,ravine behind QSI; temperature 12.3*; relative humidity 69*; [""Field - Grazed""],Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.760139,41.8044740000001
316660,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200403 1330.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,3-Apr-20,1330,Georgia,Tbilisi,Tbilisi_Saburtalo,Tbilisi,4/3/2020 12:00:00 AM,4/3/2020 12:00:00 AM,44.773006,41.810252,3774,"41.8102517786016, 44.773005954316",1,Female,Adult,vacant lot in Dighomi neighborhood; temperature 11.4*; relative humidity 64*; [""Field - Unmowed""],Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.7730060000001,41.810252
316661,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200403 1330.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,3-Apr-20,1330,Georgia,Tbilisi,Tbilisi_Saburtalo,Tbilisi,4/3/2020 12:00:00 AM,4/3/2020 12:00:00 AM,44.773006,41.810252,3774,"41.8102517786016, 44.773005954316",2,Male,Adult,vacant lot in Dighomi neighborhood; temperature 11.4*; relative humidity 64*; [""Field - Unmowed""],Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.7730060000001,41.810252
316662,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200403 1330.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,bk tc,Morphology,3-Apr-20,1330,Georgia,Tbilisi,Tbilisi_Saburtalo,Tbilisi,4/3/2020 12:00:00 AM,4/3/2020 12:00:00 AM,44.773006,41.810252,3774,"41.8102517786016, 44.773005954316",1,Female,Adult,vacant lot in Dighomi neighborhood; temperature 11.4*; relative humidity 64*; [""Field - Unmowed""],Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.7730060000001,41.810252
316663,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1027, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk,Morphology,14-Apr-20,1027,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.773592,41.814789,3774,"41.8147888183593, 44.7735924632671",1,Male,Adult,"Site Trap # Avchala; behind Tbilisi mall, lots of dogs live here ; temperature 11.3*; humidity50*; Roadside", ,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.7735920000001,41.8147890000001
316664,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1127.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,bk,Morphology,14-Apr-20,1127,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.776998,41.819397,3774,"41.8193969726562, 44.7769983852889",1,Male,Adult,Site Trap # Avchala; field near river; temperature 11.3*; humidity50*; Field - Grazed,Vegetation,Attached or crawling on animal,cow,Bos taurus taurus,Cattle,30,3,TBEV; Rickettsia spp,0, , , ,2020,44.776998,41.819397
316665,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1127.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,bk,Morphology,14-Apr-20,1127,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.776998,41.819397,3774,"41.8193969726562, 44.7769983852889",2,Female,Adult,Site Trap # Avchala; field near river; temperature 11.3*; humidity50*; Field - Grazed,Vegetation,Attached or crawling on animal,cow,Bos taurus taurus,Cattle,30,3,TBEV; Rickettsia spp,0, , , ,2020,44.776998,41.819397
316666,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1127.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,bk,Morphology,14-Apr-20,1127,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.776998,41.819397,3774,"41.8193969726562, 44.7769983852889",5,Female,Adult,Site Trap # Avchala; field near river; temperature 11.3*; humidity50*; Field - Grazed,Vegetation,Attached or crawling on animal,cow,Bos taurus taurus,Cattle,30,3,TBEV; Rickettsia spp,0, , , ,2020,44.776998,41.819397
316667,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1127.04, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,bk,Morphology,14-Apr-20,1127,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.776998,41.819397,3774,"41.8193969726562, 44.7769983852889",13,Female,Adult,Site Trap # Avchala; field near river; temperature 11.3*; humidity50*; Field - Grazed,Vegetation,Attached or crawling on animal,cow,Bos taurus taurus,Cattle,30,3,TBEV; Rickettsia spp,0, , , ,2020,44.776998,41.819397
316668,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1127.05, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,bk,Morphology,14-Apr-20,1127,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.776998,41.819397,3774,"41.8193969726562, 44.7769983852889",17,Male,Adult,Site Trap # Avchala; field near river; temperature 11.3*; humidity50*; Field - Grazed,Vegetation,Attached or crawling on animal,cow,Bos taurus taurus,Cattle,30,3,TBEV; Rickettsia spp,0, , , ,2020,44.776998,41.819397
316669,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 1127.06, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,bk,Morphology,14-Apr-20,1127,Georgia,Mtskheta-Mtianeti,Mtskheta,Mtskheta,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.776998,41.819397,3774,"41.8193969726562, 44.7769983852889",24, ,Nymph,Site Trap # Avchala; field near river; temperature 11.3*; humidity50*; Field - Grazed,Vegetation,Attached or crawling on animal,cow,Bos taurus taurus,Cattle,30,3,TBEV; Rickettsia spp,0, , , ,2020,44.776998,41.819397
316670,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200414 0930, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Ixodes,Ixodes ricinus,ricinus,bk,Morphology,14-Apr-20,930,Georgia,Tbilisi,Tbilisi_Saburtalo,Tbilisi,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,44.777659,41.81076,3774,"41.8107604980468, 44.7776590058079",1,Male,Adult,"Site Trap # Avchala; vacant lot, tick near rodent hole; temperature 11.3*; humidity50*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.7776590000001,41.8107600000001
316671,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190530 1254, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,30-May-19,1254,Georgia,Kvemo Kartli,Marneuli,Marneuli,5/30/2019 12:00:00 AM,5/30/2019 12:00:00 AM,44.80437,41.604476,3774,"41.604476, 44.80437",2,Male,Adult,"Site Trap # lake kumisi; lake kumisi. walnut trees, grass along dirt road, small stream; temperature 23*; humidity54*; Forest edge",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,44.8043700000001,41.604476
316672,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200303 1559.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Ixodes,Ixodes ricinus,ricinus,tc,Morphology,3-Mar-20,1559,Georgia,Kvemo Kartli,Gardabani,Gardabani,3/3/2020 12:00:00 AM,3/3/2020 12:00:00 AM,44.922517,41.776981,3774,"41.7769810106099, 44.9225166656409",1, ,Nymph,"roadside ; temperature 11.4*; relative humidity 42*; Roadside, the grasses have been grazed but there still remains tall blades sticking up in bunches.",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.9225170000001,41.776981
316673,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200303 1559.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,3-Mar-20,1559,Georgia,Kvemo Kartli,Gardabani,Gardabani,3/3/2020 12:00:00 AM,3/3/2020 12:00:00 AM,44.922517,41.776981,3774,"41.7769810106099, 44.9225166656409",2,Female,Adult,"roadside ; temperature 11.4*; relative humidity 42*; Roadside, the grasses have been grazed but there still remains tall blades sticking up in bunches.",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.9225170000001,41.776981
316674,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200303 1559.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,tc,Morphology,3-Mar-20,1559,Georgia,Kvemo Kartli,Gardabani,Gardabani,3/3/2020 12:00:00 AM,3/3/2020 12:00:00 AM,44.922517,41.776981,3774,"41.7769810106099, 44.9225166656409",1,Male,Adult,"roadside ; temperature 11.4*; relative humidity 42*; Roadside, the grasses have been grazed but there still remains tall blades sticking up in bunches.",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.9225170000001,41.776981
316675,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,20200303 1559.04, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Haemaphysalis,Haemaphysalis sulcata,sulcata,tc,Morphology,3-Mar-20,1559,Georgia,Kvemo Kartli,Gardabani,Gardabani,3/3/2020 12:00:00 AM,3/3/2020 12:00:00 AM,44.922517,41.776981,3774,"41.7769810106099, 44.9225166656409",1, ,Nymph,"roadside ; temperature 11.4*; relative humidity 42*; Roadside, the grasses have been grazed but there still remains tall blades sticking up in bunches.",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2020,44.9225170000001,41.776981
316676,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190531 1215.01, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,31-May-19,1215,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,5/31/2019 12:00:00 AM,5/31/2019 12:00:00 AM,45.008319,41.751328,31,"41.751328, 45.008319",2,Female,Adult,"Site Trap # 11;  Dry Ice,  BG Sentinel Lure;  No Light; puppies near the kitchen; temperature 23.5*; humidity57*; Urban, Village or Military Base Housing", ,Attached or crawling on animal, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.0083190000001,41.7513280000001
316677,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190531 1215.02, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,31-May-19,1215,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,5/31/2019 12:00:00 AM,5/31/2019 12:00:00 AM,45.008319,41.751328,31,"41.751328, 45.008319",2,Male,Adult,"Site Trap # 11;  Dry Ice,  BG Sentinel Lure;  No Light; puppies near the kitchen; temperature 23.5*; humidity57*; Urban, Village or Military Base Housing", ,Attached or crawling on animal, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.0083190000001,41.7513280000001
316678,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"bk, tc",USAMRD-G,200618-1005.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,"bk, tc",Morphology,18-Jun-20,1020,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",10,Female, ,Site Trap # Norio Training Area; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316679,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"bk, tc",USAMRD-G,200618-1005.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,"bk, tc",Morphology,18-Jun-20,1020,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",1,Male, ,Site Trap # Norio Training Area; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316680,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"bk, tc",USAMRD-G,200618-1005.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,tc,Morphology,18-Jun-20,1020,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",3,Female, ,Site Trap # Norio Training Area; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316681,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"bk, tc",USAMRD-G,200618-1010, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,"bk, tc",Morphology,18-Jun-20,1020,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",4,Female, ,Site Trap # Norio Training Area; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316682,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,tc,USAMRD-G,200618-1030.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,tc,Morphology,18-Jun-20,1032,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",17,Female, ,Site Trap # female pointer; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316683,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,tc,USAMRD-G,200618-1030.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,tc,Morphology,18-Jun-20,1032,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",4,Female, ,Site Trap # female pointer; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316684,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,tc,USAMRD-G,200618-1030.03, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,tc,Morphology,18-Jun-20,1032,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",1,Male, ,Site Trap # female pointer; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316685,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,tc,USAMRD-G,200618-1030.04, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,tc,Morphology,18-Jun-20,1032,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",1,Male, ,Site Trap # female pointer; Norio Training Area; temperature 25*; humidity58*; Field - Unmowed,Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,1,1,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316686,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"bk, tc",USAMRD-G,200618-1038.01, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus rossicus,rossicus,tc,Morphology,18-Jun-20,1238,Georgia,Kvemo Kartli,Gardabani,Rusavi Dog Shelter,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",4, , ,"Site Trap # dog shelter; dog shelter, one large fenced area with many dogs running around inside; temperature 25*; humidity58*; Field - Unmowed",Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,5,4,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316687,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"bk, tc",USAMRD-G,200618-1038.02, ,Human observation,GEIS P0031_20_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,tc,Morphology,18-Jun-20,1238,Georgia,Kvemo Kartli,Gardabani,Rusavi Dog Shelter,6/18/2020 12:00:00 AM,6/18/2020 12:00:00 AM,45.02389,41.52023,39,"41.52023, 45.02389",2,Female, ,"Site Trap # dog shelter; dog shelter, one large fenced area with many dogs running around inside; temperature 25*; humidity58*; Field - Unmowed",Vegetation,Attached or crawling on animal,Dog,Canis lupus familiaris,Domestic dog,5,4,TBEV; Rickettsia spp,0, , , ,2020,45.0238900000001,41.5202300000001
316688,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,190806 1015.02, ,Human observation,Agile Spirit exercise,Ixodidae,Hyalomma,Hyalomma spp., ,bk tc,Morphology,6-Aug-19, ,Georgia,Kvemo Kartli,Gardabani,Vaziani Military Base Range #11,8/6/2019 12:00:00 AM,8/6/2019 12:00:00 AM,45.163668,41.585268,3774,"41.5852677685502, 45.1636683665675",2, ,Nymph, No Lure;  No Light; agile spirit exercise medical site evaluation.  rolling hills mostly dirt. looks like heavy grazing. mostly dried vegetation but a few green spots.; temperature 22.9*; humidity54*; Field - Grazed,Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.1636680000001,41.585268
316689,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,190806 1015.03, ,Human observation,Agile Spirit exercise,Ixodidae,Haemaphysalis,Haemaphysalis sulcata,sulcata,bk tc,Morphology,6-Aug-19, ,Georgia,Kvemo Kartli,Gardabani,Vaziani Military Base Range #11,8/6/2019 12:00:00 AM,8/6/2019 12:00:00 AM,45.163668,41.585268,3774,"41.5852677685502, 45.1636683665675",1, ,Nymph, No Lure;  No Light; agile spirit exercise medical site evaluation.  rolling hills mostly dirt. looks like heavy grazing. mostly dried vegetation but a few green spots.; temperature 22.9*; humidity54*; Field - Grazed,Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.1636680000001,41.585268
316690,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190529 1546.01, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,29-May-19,1546,Georgia,Kakheti,Sagarejo,Sagarejo,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",2,Female,Adult,"along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; temperature 20.5*; humidity60*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.184938,41.725983
316691,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190529 1546.02, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,29-May-19,1546,Georgia,Kakheti,Sagarejo,Sagarejo,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",2,Male,Adult,"along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; temperature 20.5*; humidity60*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.184938,41.725983
316692,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190529 1546.03, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,29-May-19,1546,Georgia,Kakheti,Sagarejo,Sagarejo,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",1,Female,Adult,"along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; temperature 20.5*; humidity60*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.184938,41.725983
316693,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"DRW, TC, GK",USAMRD-G,22GEO0222-1311,Tick 22-01 1,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,2/22/2022,1256-1311,Georgia, , ,Sagarejo; Korugi managed reserve,2/22/2022 12:00:00 AM,2/22/2022 12:00:00 AM,45.44593,41.661486,31,"41.6614858191793, 45.4459303894897",1,Male,Adult, nice site at a nature reserve; Drag/Flag; Forest,Vegetation,Dragging; Flagging, , , , , , ,0, , , ,2022,45.44593,41.6614860000001
318294,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,bk,USAMRD-G,190806 1015.02, ,Human observation,Agile Spirit exercise,Ixodidae,Hyalomma,Hyalomma spp., ,bk tc,Morphology,6-Aug-19, ,Georgia,Kvemo Kartli,Gardabani,Vaziani Military Base Range #11,8/6/2019 12:00:00 AM,8/6/2019 12:00:00 AM,45.163668,41.585268,3774,"41.5852677685502, 45.1636683665675",2, ,Nymph, No Lure;  No Light; agile spirit exercise medical site evaluation.  rolling hills mostly dirt. looks like heavy grazing. mostly dried vegetation but a few green spots.; temperature 22.9*; humidity54*; Field - Grazed,Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.1636680000001,41.585268
